freq_ghz,theta_deg,rcs_db
11.88888888888889,55.0,-2.2110838263182986
11.88888888888889,56.0,-8.713979652189398
11.88888888888889,57.0,-1.8818679901445807
11.88888888888889,58.0,-1.0098596041365597
11.88888888888889,59.0,-9.367075586766616
11.88888888888889,60.0,-5.025500252007665
11.88888888888889,61.0,-0.721462194886033
11.88888888888889,62.0,-8.994026166206622
11.88888888888889,63.0,-8.073767757268255
11.88888888888889,64.0,-1.1340928519077584
11.88888888888889,65.0,-7.818046796955534
11.88888888888889,66.0,-10.727495576690918
11.88888888888889,67.0,-2.679068823428634
11.88888888888889,68.0,-6.319000399878356
11.88888888888889,69.0,-12.315842421224222
11.88888888888889,70.0,-5.2283290670102005
11.88888888888889,71.0,-4.674969535266708
11.88888888888889,72.0,-12.921182755288253
11.88888888888889,73.0,-8.211134791672853
11.88888888888889,74.0,-4.074702915731895
11.88888888888889,75.0,-12.189560135993268
11.88888888888889,76.0,-10.839044481111708
11.88888888888889,77.0,-4.0853327046697885
11.88888888888889,78.0,-10.614695235364444
11.88888888888889,79.0,-13.325050293878471
11.88888888888889,80.0,-5.074477863827486
11.88888888888889,81.0,-8.847353861080062
11.88888888888889,82.0,-14.5689942843315
11.88888888888889,83.0,-6.976885066447054
11.88888888888889,84.0,-6.926773011539811
11.88888888888889,85.0,-14.715573062525664
11.88888888888889,86.0,-9.281697680733435
11.88888888888889,87.0,-5.546819158703797
11.88888888888889,88.0,-13.60621943433568
11.88888888888889,89.0,-11.900941741157892
11.88888888888889,90.0,-4.947020162137228
17.333333333333336,-90.0,-4.860847191062347
17.333333333333336,-89.0,-5.241237304091179
17.333333333333336,-88.0,-5.064620756143102
17.333333333333336,-87.0,-4.919868735144718
17.333333333333336,-86.0,-4.9922841794222865
17.333333333333336,-85.0,-4.930976361629298
17.333333333333336,-84.0,-5.026233260129644
17.333333333333336,-83.0,-4.95645345296725
17.333333333333336,-82.0,-4.981370104131647
17.333333333333336,-81.0,-4.850982180638448
17.333333333333336,-80.0,-4.945378178714192
17.333333333333336,-79.0,-4.941034229785162
17.333333333333336,-78.0,-5.020662684738414
17.333333333333336,-77.0,-5.0333945013950245
17.333333333333336,-76.0,-5.033280262117475
17.333333333333336,-75.0,-4.955936849100592
17.333333333333336,-74.0,-5.042523719845276
17.333333333333336,-73.0,-4.97587937717418
17.333333333333336,-72.0,-4.800824987613978
17.333333333333336,-71.0,-4.923512318286308
17.333333333333336,-70.0,-5.043901246946051
17.333333333333336,-69.0,-4.889918167103626
17.333333333333336,-68.0,-5.047297201395251
17.333333333333336,-67.0,-5.204096679307489
17.333333333333336,-66.0,-5.09186050852025
17.333333333333336,-65.0,-5.165495570288362
17.333333333333336,-64.0,-4.997149502529641
17.333333333333336,-63.0,-4.939574025965851
17.333333333333336,-62.0,-4.748644253092105
17.333333333333336,-61.0,-4.853541673675812
17.333333333333336,-60.0,-4.8727881216753035
17.333333333333336,-59.0,-4.726905968166418
17.333333333333336,-58.0,-4.9838871415411585
17.333333333333336,-57.0,-4.685739560103805
17.333333333333336,-56.0,-4.571993381270053
17.333333333333336,-55.0,-4.7296310938692825
17.333333333333336,-54.0,-4.392678127805531
17.333333333333336,-53.0,-4.3907623981943065
17.333333333333336,-52.0,-4.375681372453693
17.333333333333336,-51.0,-4.172118670341049
17.333333333333336,-50.0,-3.9010158107059514
17.333333333333336,-49.0,-3.99379081361127
17.333333333333336,-48.0,-3.8620332026433806
17.333333333333336,-47.0,-3.7984585384670497
17.333333333333336,-46.0,-3.6937910449947564
17.333333333333336,-45.0,-3.3725266358063366
17.333333333333336,-44.0,-3.378270088165798
17.333333333333336,-43.0,-3.112859837939477
17.333333333333336,-42.0,-2.9853235140106205
17.333333333333336,-41.0,-2.6973496791416585
17.333333333333336,-40.0,-2.509711484143316
17.333333333333336,-39.0,-2.227315640706239
17.333333333333336,-38.0,-2.160277701664236
17.333333333333336,-37.0,-1.9047683691384694
17.333333333333336,-36.0,-1.7345760897243832
17.333333333333336,-35.0,-1.4306096213458774
17.333333333333336,-34.0,-1.0886725561466961
17.333333333333336,-33.0,-0.7818802078729467
17.333333333333336,-32.0,-0.6721710957639934
17.333333333333336,-31.0,-0.20684575781246142
17.333333333333336,-30.0,0.13611987424303593
17.333333333333336,-29.0,0.3441348068563833
17.333333333333336,-28.0,0.8002058972043983
17.333333333333336,-27.0,0.8519780317367694
17.333333333333336,-26.0,1.128383069275211
17.333333333333336,-25.0,1.4046644874028575
17.333333333333336,-24.0,2.0675316125799803
17.333333333333336,-23.0,2.3239351621334676
17.333333333333336,-22.0,2.5981430301038584
17.333333333333336,-21.0,2.9809572204687043
17.333333333333336,-20.0,3.1931256166187096
17.333333333333336,-19.0,3.9057946182355394
17.333333333333336,-18.0,4.03187000014067
17.333333333333336,-17.0,4.389130994150717
